BATHROOMS,NUM_UNITS,ROOMS,BEDROOMS,REMODEL_YEAR,STORIES,PRICE,BUILDING_AREA,CONDITION,KITCHENS,FIREPLACES,LAND_AREA
5,1,8,4,2012,2.5,1249900,2355,Average,1,1,5050
3,1,10,5,1959,2,1735000,2016,Average,1,1,2250
3,1,11,6,2010,2,1545000,2713,Good,1,1,1800
5,1,10,6,2012,3,1799000,3036,Very Good,1,1,5981
5,1,10,5,2014,1.75,2195000,3175,Good,1,1,2250
3,1,10,3,1985,3,1250000,3246,Average,1,1,6494
6,1,12,6,2011,2,1400000,3646,Good,2,3,1662
5,1,10,6,2015,2,813000,2965,Good,1,1,1441
4,1,10,5,2017,2,1625000,2001,Very Good,1,2,1306
1,1,6,3,2009,1.5,1835000,3178,Good,1,1,809
3,1,8,3,1963,2,1000000,2619,Average,1,2,2000
5,1,10,5,2008,2,1750000,3915,Good,1,2,4649
4,1,11,6,1998,2,750000,2974,Good,1,1,880
4,1,9,4,2009,3,366000,2731,Good,1,2,1460
4,1,9,4,2013,1,1325000,2026,Good,1,2,7250
4,1,8,4,2015,2,1650000,2737,Good,1,1,2885
3,1,8,3,1990,3,350000,2020,Average,1,1,1500
2,1,8,5,2011,2,575000,3129,Average,1,1,952
6,1,9,5,2007,2,1950000,2676,Very Good,1,1,4344
4,1,9,5,2017,2,1995000,3468,Good,1,2,5588
2,1,8,4,2005,2,606000,1424,Good,1,1,14363
2,1,6,4,2003,2,800000,1140,Good,2,0,3017
4,1,10,5,2009,3,1305000,2755,Good,1,2,1012
3,1,8,4,1986,2,1120000,2140,Good,1,1,1649
3,1,7,3,1984,3,965000,2046,Good,1,1,3357
4,1,7,3,1999,2,359000,2042,Good,1,1,5578
4,1,10,4,1999,2,1250000,2864,Good,1,1,1985
4,1,10,3,1981,2,1350000,2492,Good,1,1,5745
5,1,9,3,1994,2,1085000,2503,Good,1,1,1418
4,1,8,4,2006,2,1150000,2478,Good,1,1,2011
5,1,8,4,1978,2,1090000,2464,Average,1,2,1768
3,1,10,3,2010,2,417500,2666,Good,1,1,2707
3,1,8,3,1986,2,799000,1340,Good,1,1,2500
2,1,7,3,1986,1,337000,1528,Good,1,1,3627
4,1,9,4,1992,2,700000,1602,Average,1,1,6001
3,1,8,3,1993,2,610000,1471,Good,1,1,2012
5,1,6,4,2017,2,820000,2049,Good,1,1,3900
4,1,8,4,1998,2,902000,2401,Good,1,1,1155
3,1,6,4,2008,2,905000,1584,Average,1,1,1202
4,1,7,5,2012,1,1160000,2438,Good,1,1,2577
3,1,8,3,2018,2,859500,1923,Average,1,1,1913
3,1,7,3,2001,2,799900,1552,Average,1,1,5092
4,1,9,5,1993,2,765000,2021,Good,1,1,1949
4,1,8,5,1995,2,784000,1962,Good,2,1,2593
3,1,6,3,2010,2,254000,1560,Average,1,1,1417
2,1,7,3,1986,2.5,552750,1232,Good,1,1,1637
2,1,7,3,1968,2,670000,1574,Average,1,1,4992
2,1,7,3,2006,2,751000,2118,Very Good,1,2,1117
4,1,7,4,2009,2,899000,1946,Good,1,2,2093
2,1,8,3,2013,2,885000,1672,Good,1,1,6697
3,1,7,4,2011,1,511000,2173,Good,1,1,1038
4,1,7,4,1999,3,1010000,1576,Very Good,1,1,552
3,1,6,5,2003,2,750000,1821,Good,1,1,2203
5,1,10,4,2002,2.25,1500000,2850,Good,1,1,1408
4,1,9,4,2009,2,1350000,2951,Good,1,2,2907
4,1,10,5,2000,2,1300000,2423,Good,1,1,5090
4,1,10,4,1990,2.5,1595000,2828,Good,1,1,1750
5,1,10,7,2004,2.25,1665000,3353,Good,1,1,2958
5,1,9,5,2002,2,1750000,2968,Very Good,1,1,5964
5,1,8,5,2004,1,1209500,3266,Good,1,1,2070
3,1,9,5,2003,3,1950000,3294,Good,1,1,1999
4,1,8,3,2001,3,545000,2028,Good,1,1,2864
2,1,7,4,1998,2,971000,1876,Good,1,2,1824
5,1,11,5,1998,2,1720000,3470,Good,1,1,2875
5,1,8,4,2005,2,1900000,3229,Very Good,1,1,2375
5,1,10,6,1995,2.25,872500,3285,Good,1,1,1698
5,1,8,4,2004,2.5,1295000,2924,Good,1,1,7500
5,1,9,6,2000,2,1450000,3140,Average,1,1,2961
4,1,8,3,2008,2,905000,1444,Very Good,1,1,1532
4,1,7,3,2011,2,769000,1444,Good,1,1,1089
5,1,7,3,2009,2,1000000,2374,Average,1,1,2720
5,1,12,6,2015,2,1385000,2356,Very Good,1,1,1657
3,1,6,3,2002,2,718000,1879,Average,1,1,1433
5,1,8,5,2006,2.25,1058000,2370,Good,1,1,1638
3,1,8,5,2006,2,875000,1549,Good,1,1,5969
3,1,8,3,1996,2,899000,1713,Average,1,1,4545
6,1,7,3,1994,2,300000,1626,Good,1,1,3323
4,1,13,7,2002,2.5,699000,2432,Average,1,1,2822
3,1,10,4,1985,2,765000,2006,Average,1,2,1800
3,1,9,4,2009,2,660000,1772,Good,1,1,4800
4,1,10,3,2013,2,526000,1617,Good,1,1,847
3,1,7,4,1982,2,710000,1514,Average,1,2,2375
4,1,10,4,1996,2,979000,1817,Good,1,1,1447
3,1,7,4,2013,2,902600,1725,Good,1,1,1118
4,1,8,4,2007,2,239500,2686,Good,1,1,1612
5,1,6,4,2009,2,817000,2177,Good,1,1,1681
1,1,5,2,2015,2,460000,1162,Good,1,1,1270
3,1,6,4,2012,2,585000,1849,Good,1,1,1472
5,1,9,4,2013,2,380000,2638,Good,1,1,5179
5,1,11,5,2002,2,1255000,2734,Very Good,1,2,2565
5,1,12,5,1989,2,483000,2369,Good,1,1,1381
3,1,11,4,2012,2,710000,2101,Good,1,2,2400
5,1,9,5,2001,2,1302700,2366,Very Good,1,2,2000
4,1,8,3,1987,2,404732,1764,Good,1,1,1926
2,1,5,3,2002,2,825000,1144,Good,1,1,2267
2,1,6,2,2002,2,616000,1114,Good,1,1,1027
2,1,6,3,2012,2.5,328000,1670,Good,1,1,944
4,1,8,5,1987,2,1075000,1888,Good,1,1,1652
4,1,7,3,2017,2,1004700,1660,Average,1,1,6241
2,1,7,3,2002,2,801000,1440,Very Good,1,1,1568
3,1,6,3,2014,2,810000,1440,Good,1,1,3969
4,1,10,5,2015,2,1850000,2617,Good,1,1,1511
4,1,7,3,2010,3,1110000,2254,Good,1,1,1711
2,1,7,3,2006,3,260000,1600,Average,1,1,5682
4,1,9,4,1990,2,1500000,1768,Good,1,2,1800
5,1,10,5,2013,2,2150000,3428,Very Good,1,1,2413
4,1,9,6,1961,2,1200000,1935,Good,1,2,2720
5,1,10,4,2005,2,2050000,5127,Very Good,1,1,7423
6,1,9,4,1988,2,1926380,3941,Good,1,2,1800
3,1,7,4,2002,2,1325000,2384,Good,1,2,1554
6,1,9,5,2015,2,2485000,5100,Very Good,1,2,7500
7,1,14,7,2009,1.5,2862500,4115,Good,1,4,1401
8,1,14,8,2001,2,2700000,6699,Good,1,4,2500
5,1,9,5,2003,2,1350000,3141,Good,1,2,2512
4,1,8,4,2002,3,447500,3064,Good,1,0,2160
7,1,9,6,2008,2,1900000,5168,Good,1,3,5235
7,1,6,5,2000,2,2231000,3485,Good,1,3,4459
5,1,10,4,1998,9,895000,4406,Good,1,2,2484
5,1,8,7,2011,2,1600000,4462,Good,1,5,2070
3,1,9,3,1990,2,270000,2529,Average,1,1,4552
4,1,10,4,2006,2,355000,2341,Average,1,1,1086
3,1,7,3,1987,2,460000,1765,Good,1,1,1020
4,1,10,4,1999,2,1160500,2682,Good,2,1,5306
4,1,7,4,2018,2,1002000,2606,Good,1,2,5584
3,1,8,4,2007,2,1075000,2398,Good,1,1,938
4,1,9,4,1992,3,960000,2458,Very Good,1,1,1354
4,1,9,6,2016,2,1300000,3422,Good,1,2,1523
2,1,7,3,2003,2,267500,2062,Good,1,1,1909
5,1,12,4,1984,2,1200000,2863,Good,1,1,1748
2,1,8,2,2005,2,252000,1131,Average,1,2,4472
4,1,8,6,2006,2,1175000,2288,Very Good,1,1,1700
3,1,7,3,2016,2,672500,1450,Average,1,1,5072
4,1,10,3,2003,2,646000,1756,Good,1,1,1695
3,1,7,4,2005,2,330000,1888,Average,1,1,4650
2,1,8,4,2007,2,220000,1363,Average,1,1,1602
3,1,7,3,2004,2,849000,1891,Good,1,1,1554
6,1,8,5,2010,2,1537000,3317,Good,1,2,16266
7,1,15,6,2016,2,2065000,4852,Good,1,2,6060
2,1,7,4,2006,2,475000,1584,Good,1,1,1323
4,1,8,4,2015,2,1077000,1768,Good,2,2,1442
2,1,6,5,2001,2,815000,1760,Good,1,1,1640
5,1,8,6,2016,2,670000,2284,Good,1,2,472
3,1,8,4,2008,2,930000,2301,Average,1,1,1495
4,1,8,5,2008,2.75,1250000,2599,Good,1,1,956
6,1,12,5,2017,2,1000000,2193,Good,1,1,8951
4,1,10,3,1988,2,340000,2134,Good,1,1,1456
5,1,8,4,1995,2,1770000,2920,Very Good,1,2,4375
5,1,9,5,1979,2,1080000,2388,Good,2,1,1104
3,1,8,3,2018,1,1445000,2108,Good,1,0,1639
5,1,14,5,1981,2,1100000,2435,Average,1,2,1481
5,1,8,4,2018,2,1895000,2326,Very Good,1,1,1005
6,1,10,7,2014,3,1850000,2925,Good,1,4,1200
6,1,10,6,2006,2,1860000,2886,Very Good,2,2,1500
4,1,9,4,1994,2,672500,2833,Very Good,1,2,1700
4,1,6,4,2001,2.25,753500,1722,Average,1,0,1419
4,1,7,5,2014,2,1126000,2154,Good,1,1,2251
4,1,10,5,2012,2,700000,2262,Average,1,1,1620
4,1,7,4,2013,2,850000,2205,Average,1,1,2500
5,1,8,4,2008,3,503500,3301,Good,1,1,5500
4,1,8,4,2007,2,850000,2883,Very Good,1,2,3900
2,1,8,3,1984,2,795000,2154,Average,1,1,1750
4,1,6,3,1989,2,750000,2210,Average,1,1,2000
4,1,7,3,1980,2.5,630000,1910,Average,1,1,1293
4,1,9,4,1989,1.75,1150000,2136,Good,1,1,2150
3,1,7,4,2005,2,815000,2400,Very Good,1,1,1615
5,1,10,4,2005,3,341500,2612,Good,1,3,2167
4,1,9,4,2018,2,799000,2191,Good,1,1,2494
3,1,9,5,2001,2,899000,2002,Good,1,1,1037
4,1,7,3,1964,2.5,825000,2283,Average,1,2,2160
3,1,7,3,2008,2,252700,1968,Good,1,1,1062
5,1,8,3,2004,2,372500,1794,Good,1,1,3400
4,1,8,4,2016,2,900000,1929,Good,1,1,2064
3,1,7,4,1987,2,715000,1871,Good,1,2,656
5,1,8,4,2014,2,899000,1662,Good,1,1,5347
2,1,7,3,1992,2,799000,1601,Good,1,1,1800
3,1,10,5,1988,2,445000,2715,Average,1,1,1700
6,1,15,6,2012,2,780000,4825,Good,1,4,2657
6,1,12,5,2001,2,1613000,3885,Good,1,1,600
6,1,12,5,2018,2,1940000,3827,Good,1,3,1779
2,1,8,3,2007,2,395000,2133,Average,1,1,2339
2,1,8,4,2010,2.5,267800,1926,Good,1,1,3764
5,1,7,5,1985,2,880000,2301,Good,1,1,1672
3,1,8,5,1995,2,900000,2059,Good,1,1,2184
4,1,8,4,2005,2,1127500,2701,Very Good,1,1,2238
4,1,11,4,2004,2,1037500,2150,Good,1,2,1020
5,2,12,7,2009,2,1030000,1748,Very Good,2,2,2578
3,1,5,3,1983,1,980450,1594,Good,1,1,2160
3,1,7,3,1969,2,624000,1640,Average,1,1,3761
3,1,8,3,1995,2,871000,1708,Good,1,1,1040
3,1,6,5,1995,2,330000,1848,Good,1,1,1561
3,1,7,4,2000,3,860000,1736,Good,1,1,2501
3,1,6,3,2009,2,705000,1601,Average,1,1,1692
4,1,7,2,2014,2.25,1050000,1628,Good,1,1,6482
4,1,8,5,2016,2,1900000,2941,Very Good,1,1,4508
4,1,7,5,2008,2.5,775000,2640,Average,1,1,1485
4,1,6,4,2015,2,857500,2512,Average,1,1,1620
5,1,12,7,2006,2,3200000,3588,Very Good,1,3,992
4,1,12,4,2011,3,1825000,3144,Good,2,4,871
3,1,10,4,2007,2,1638750,2408,Good,1,1,1898
4,1,8,5,2014,2,492500,2400,Good,1,1,5438
4,1,10,4,2007,2,1267000,3171,Good,1,1,5250
5,1,8,4,2007,3,710000,4014,Very Good,1,1,1600
4,1,8,4,2014,2,1437000,2475,Very Good,1,1,600
6,1,10,7,2008,3,680000,3066,Very Good,1,1,9671
4,1,9,4,2017,2,645000,2340,Good,1,2,1620
4,1,7,4,2012,2,1018000,2527,Good,1,1,1496
4,1,11,3,1988,2,1140000,2811,Good,1,2,4256
4,1,9,4,1998,2,1490000,2541,Good,1,2,2271
5,1,10,4,1985,2.25,502000,2821,Good,1,3,3701
2,1,7,3,2005,2,876000,1622,Good,1,1,1700
4,1,10,5,2008,2.5,415000,2786,Good,1,1,2000
2,1,6,3,2013,2,938500,1937,Good,1,1,6720
2,1,7,4,2014,2.5,919000,1344,Good,1,1,6773
4,1,10,4,2004,2,171000,2752,Average,1,1,2538
4,1,7,4,2017,2,815175,2080,Good,1,1,963
2,1,6,3,1971,2,590000,2118,Average,1,1,705
4,1,6,4,2014,2,1033000,1560,Very Good,1,1,756
3,1,7,4,2007,2,490000,1888,Good,1,1,1800
3,1,9,4,2005,2,1057000,2190,Good,1,1,2866
5,1,9,5,2007,3,384000,2786,Good,1,1,600
4,1,6,4,2008,2,770000,1391,Average,1,1,2160
3,1,7,4,2004,2,800000,1782,Good,1,1,3076
4,1,8,4,2017,2,1200000,2744,Good,1,1,3200
3,1,9,3,2013,2,936500,2606,Good,1,1,979
4,1,9,5,1983,2,2650000,3271,Average,1,1,1213
3,1,8,3,2017,2.5,1075000,2258,Average,1,1,4800
2,1,9,6,1955,2,1000000,2632,Average,1,1,986
4,1,7,3,2018,2.5,927000,3410,Good,1,2,1208
1,1,7,3,1986,2,650000,1256,Average,1,1,2880
5,1,9,5,2000,2,826000,2870,Average,1,1,1375
5,1,9,5,1963,2,1450000,2532,Average,1,2,3488
2,1,9,3,1992,2,357500,2509,Average,1,1,1632
4,2,8,5,2009,2,1565000,2720,Very Good,1,1,2231
5,1,10,4,2010,2,1800000,3706,Good,1,1,7984
3,1,8,3,2010,2,935000,2997,Average,1,1,1597
5,1,10,4,2008,2,2025000,3273,Very Good,1,1,1872
5,1,12,6,1983,2,677000,3819,Very Good,1,1,8261
6,1,9,4,2004,2,1750000,3304,Very Good,1,1,1410
6,1,12,5,1992,1.75,1875000,4090,Good,1,1,1035
4,1,8,3,2008,2,1500000,2142,Very Good,1,1,660
3,1,9,3,2005,2,1152125,1618,Good,1,1,2960
4,1,9,4,2005,2,515000,1694,Good,1,2,1968
5,3,10,7,2012,1,2900000,5225,Good,1,5,1085
5,1,7,4,2012,2,500000,4309,Good,1,3,1782
6,1,10,4,2017,1,1135000,3351,Good,1,2,9170
3,1,7,3,2013,2,1005000,1601,Good,1,1,5750
7,1,14,7,2016,2,1800000,3672,Very Good,3,2,2011
5,1,9,6,2001,2,2026000,3230,Very Good,1,3,7392
3,1,6,3,1993,2,685000,1268,Good,1,1,1155
3,1,6,3,1990,3,445000,1152,Good,1,1,2838
3,1,8,3,1998,2,890000,1368,Good,2,1,1360
4,1,9,4,2015,3,825000,2467,Good,1,2,2715
4,1,8,3,1982,2,799900,1986,Average,1,2,13589
3,1,9,4,2012,2,930000,1932,Average,1,2,563
3,1,7,3,2003,2,730100,1216,Good,1,1,1425
3,1,7,3,2003,2,711000,1280,Good,1,1,893
5,1,9,4,2018,2,440000,3027,Good,1,1,4137
3,1,8,4,2007,2.25,1125000,2575,Good,1,1,5324
4,1,9,4,2005,2,620000,2902,Good,1,1,1830
3,1,7,4,2010,2.75,1050000,2742,Good,1,2,1684
3,1,8,3,1994,2,770000,2216,Average,1,1,2107
3,1,11,3,1998,2,775000,1335,Good,1,1,7905
4,1,7,3,2003,2,915000,1794,Average,1,2,1485
2,1,6,3,2009,2,804000,1336,Average,1,1,2943
3,1,7,3,2014,2,215000,1878,Good,1,1,10814
2,1,7,3,1991,3,461000,1464,Good,1,1,5080
3,1,7,4,1999,2,729000,1655,Average,1,1,1627
3,1,7,4,1974,2,801000,1848,Average,1,1,1678
4,1,7,5,2014,2,975000,2044,Good,1,1,1742
2,1,6,3,1964,2,605000,1348,Good,1,1,1177
3,1,7,2,2016,2,650000,1725,Good,1,1,1888
3,1,7,4,1991,2,338000,2363,Good,1,2,11125
3,1,9,4,2001,2,860000,1897,Good,1,1,1124
4,1,10,6,1993,2,285000,3525,Good,1,1,945
4,1,7,3,2005,4,989000,1595,Good,1,1,1200
2,1,7,3,1985,2,670000,1858,Average,1,1,937
2,1,8,3,2003,2,742000,2002,Very Good,1,1,7890
2,1,8,3,2003,2,219000,1470,Average,1,1,1487
5,1,11,4,2013,2,960000,3297,Good,1,2,1667
3,1,10,5,1999,2.5,995000,2573,Very Good,1,1,3237
5,1,12,5,2015,1,1435000,3987,Good,1,1,6750
3,1,9,3,2011,2.5,315000,2756,Good,1,1,2000
4,1,8,5,2010,2,1550000,2783,Good,1,1,5995
4,1,7,3,2004,2,1775000,3462,Good,1,3,1009
4,1,9,5,2002,3,1525000,2330,Good,1,1,2420
5,1,11,6,2015,2,1310000,3206,Good,1,2,806
5,1,10,5,2012,2,1300000,2201,Good,1,2,1482
3,1,7,3,1990,4,900000,1927,Very Good,1,1,6313
3,1,10,4,2000,2,1125000,2225,Good,1,1,1667
3,1,10,5,2002,2,1275000,1909,Good,1,1,2427
6,1,9,4,1998,2,1653000,4146,Good,1,2,548
6,1,11,5,2005,2,1950000,3480,Good,1,2,1271
4,1,8,4,2000,2.25,980000,1947,Very Good,1,1,1035
4,2,10,5,2005,2,851000,2493,Average,2,1,2000
5,3,11,4,2005,1.5,1312500,1963,Good,3,1,7107
4,1,10,4,1991,2,480000,2230,Good,1,1,2103
3,1,7,3,2005,2,710000,1216,Very Good,1,1,4731
3,1,7,3,1992,2,529900,1216,Average,1,1,1500
5,1,7,5,2018,2,939000,2300,Good,1,1,1529
4,1,8,3,1982,2,138000,1378,Average,1,1,5940
4,1,8,5,2013,2,745000,1378,Good,1,1,6500
4,1,7,4,2010,2,725000,1532,Average,2,1,3779
5,1,6,5,2006,2,507000,1944,Good,1,2,5314
3,1,6,3,2015,1,306000,1780,Good,1,1,4032
2,1,8,4,2007,2.5,1100000,2543,Good,1,1,10103
3,1,7,4,2004,2,715000,1684,Average,1,0,2115
3,1,7,3,2001,2,383000,2048,Good,1,1,4412
4,1,8,4,2002,2,950000,1867,Average,1,1,4425
3,1,9,3,2005,2,480000,1648,Average,1,1,2809
3,1,6,3,2018,2,901000,1344,Good,2,1,1007
3,1,8,4,1994,2,980000,1966,Good,1,1,2430
4,1,7,4,2011,2,825000,2010,Average,1,3,8450
4,1,11,6,2009,2.5,1450000,2983,Very Good,1,2,3267
4,1,10,4,2003,2,935000,1829,Average,1,2,1652
5,1,10,6,2006,1,1175000,3396,Good,1,1,2777
4,1,7,4,2016,2,400000,2059,Good,1,1,1520
3,1,12,4,1985,3,420000,3971,Good,1,2,900
4,1,10,5,2014,2,550000,3257,Good,1,1,3059
5,1,11,5,1988,1,1650000,2680,Very Good,1,1,5200
6,1,13,6,2005,2,1453000,3355,Good,1,1,9511
3,1,7,3,2017,2,1251000,2598,Good,1,1,1110
3,1,8,4,2004,2,886000,1452,Good,1,1,7150
4,1,7,3,2013,2,960000,2106,Good,1,1,1923
4,1,10,4,2005,2,1345875,2893,Very Good,1,1,1620
3,1,9,3,1983,2.5,468377,1688,Average,1,1,1530
4,1,11,5,2011,2,1325000,2596,Good,1,2,842
3,1,7,3,2009,2,964000,1441,Good,1,1,2146
4,1,10,3,2015,2,1110000,1662,Average,1,1,2115
4,1,6,4,2007,2,1400000,1503,Good,1,2,1800
5,1,9,4,1998,2,971000,1768,Average,1,1,1692
4,1,8,4,2018,2,1375000,1808,Very Good,1,2,7058
2,1,8,3,2007,1.5,680000,1580,Good,1,1,4967
4,1,8,4,2015,2,805000,2770,Average,1,1,3000
4,1,11,6,2014,2,1250000,2759,Average,1,2,7108
4,1,6,3,2014,2,625000,2070,Average,1,2,1400
4,1,8,3,2014,2,993133,2914,Average,1,1,1900
9,2,19,7,2001,2,3335000,6848,Good,2,2,1684
5,1,13,5,2013,2,2175000,3437,Very Good,1,1,4125
8,1,14,7,2000,2,1412000,7141,Good,1,2,1049
7,1,13,5,2004,2,1650000,5210,Good,1,3,3108
3,1,9,3,2007,2,805000,3542,Very Good,1,1,4227
5,1,10,5,2000,3,1030000,4096,Good,1,2,1575
3,1,7,4,1984,2,905000,1867,Good,1,1,2108
2,1,9,4,1981,2,370000,2136,Good,1,2,1028
4,1,8,3,2003,2,1320000,1947,Very Good,1,1,3828
5,1,13,6,1981,2,920000,3313,Average,1,1,931
3,1,8,3,1988,2,451000,1966,Good,1,1,3878
3,1,7,3,2009,2,253500,1391,Average,1,1,4890
4,1,10,5,2012,2.5,1200000,2396,Good,1,1,1500
3,1,6,3,2016,2,890000,1944,Average,1,1,6125
3,1,7,4,1971,2,268100,1722,Average,1,1,5561
3,1,7,4,2004,2,835000,1458,Average,1,1,5000
4,1,9,4,2005,2.25,400000,3220,Good,1,1,2196
3,1,7,4,2006,2,700000,1588,Good,1,2,2925
2,1,6,2,2012,2,631420,1382,Good,1,1,2260
3,1,9,5,2010,2,335000,1848,Good,1,1,840
3,1,9,4,2000,3,917000,1582,Average,1,1,1221
4,1,6,3,2010,2,695000,1246,Good,1,1,2606
3,1,6,3,2014,3,785000,2062,Good,1,1,2314
4,1,6,4,2014,2,1010000,2062,Average,1,1,1202
4,1,7,3,2014,2,560000,1866,Average,1,1,2000
3,1,8,3,2017,2,860000,1712,Average,1,1,4694
2,1,8,3,1993,1.75,875000,1880,Average,1,1,1080
4,1,7,3,2013,2,278000,2650,Average,1,1,1748
4,1,8,4,2005,2,1165555,2113,Good,1,1,900
4,1,10,4,2018,2,886000,3020,Good,1,1,3652
4,1,8,4,2000,2,1135000,2224,Good,1,1,3310
3,1,6,4,2016,2,900000,1496,Average,2,1,6662
4,1,8,2,2006,1.5,1050000,1800,Good,1,1,1238
3,1,7,4,2015,2,874000,1800,Good,1,1,8998
3,1,8,4,1990,2,1079000,2522,Good,1,1,1425
4,1,10,5,2016,2,529000,2348,Average,1,1,1433
3,1,8,4,2007,2,390000,2456,Good,1,1,1850
4,1,10,5,2015,2,1385000,2280,Good,1,1,2035
4,1,10,3,1986,2,376250,2250,Average,1,1,822
4,1,7,3,2007,2,710000,2544,Good,1,2,13140
2,1,8,3,1992,1,349500,1248,Good,1,1,2126
2,1,6,3,2000,2,765000,1367,Good,1,1,2000
3,1,8,4,2013,2,961500,1753,Good,1,1,4600
3,1,6,3,2004,2,827000,1646,Average,1,2,954
2,1,8,4,1986,2,859000,2593,Good,1,1,5750
6,1,8,5,2003,2.5,1349000,3228,Very Good,1,2,2310
4,1,6,4,2012,1,575000,2323,Average,1,1,6350
4,1,7,3,2013,2,308000,2487,Good,1,1,2848
4,1,8,4,2003,3,1215000,2396,Very Good,1,1,2395
3,1,8,4,2008,2,950000,1436,Good,1,1,2280
3,1,8,4,2015,2,825000,1560,Good,1,1,2896
4,1,6,4,2004,2,795000,1508,Good,1,1,4000
4,1,9,5,2014,2,1025000,2063,Good,1,1,961
5,1,12,5,2015,3,1200000,2831,Good,1,1,1990
3,1,7,3,2016,2,1170000,2714,Good,1,1,952
4,1,11,6,2009,2,400000,3135,Good,1,1,1440
3,1,5,2,1997,2,625000,1521,Good,1,1,1180
4,1,10,3,2014,2,652050,3378,Good,1,1,808
3,1,6,3,2013,2,715500,1419,Good,1,2,602
5,1,15,5,2014,2.25,2100000,3549,Good,1,1,1245
6,1,11,6,2002,2,2450000,4259,Good,1,2,1700
5,1,7,6,2013,2,1660000,2904,Very Good,1,1,2843
4,1,9,5,1972,2.5,1350250,2566,Good,1,1,1600
4,1,8,6,2014,1.5,1575000,2672,Good,1,1,2556
5,1,8,4,1988,2,404500,2782,Good,1,1,2482
3,1,11,4,2001,2.5,1425000,2296,Good,1,1,1667
4,1,9,5,2009,2,1150000,2170,Good,2,1,11250
4,1,10,5,2008,2,625000,3679,Good,1,3,1244
6,1,9,6,1995,2,1725000,4384,Good,1,3,1110
7,1,19,6,2017,2,3600000,7358,Very Good,1,2,1298
6,2,8,5,1993,2,2250000,3792,Good,2,2,2145
5,1,10,4,2001,2,1750000,5839,Good,1,2,1500
8,1,13,6,2000,1.75,2510000,3481,Good,1,4,1840
4,1,9,6,2009,2,1495000,2859,Good,1,3,2455
4,1,8,4,2010,2,1350000,2736,Good,1,2,1885
4,1,8,3,2000,2,1545000,2886,Good,1,2,7178
5,1,11,5,2007,2,1200000,3810,Average,1,2,1452
8,1,17,7,2017,2,5300000,6538,Very Good,1,2,4575
5,1,8,6,2012,2,1975000,3195,Good,1,3,2800
4,1,7,4,2016,2,560000,1816,Good,1,1,1881
5,1,15,6,2009,2,5330000,4553,Very Good,1,4,945
4,1,11,6,1992,2,500000,2910,Average,1,1,4330
4,1,7,4,2015,2.5,1249000,1548,Very Good,1,1,2070
4,1,7,4,2015,2,240000,1584,Good,1,1,1600
4,1,7,4,2016,2,911000,2866,Good,1,2,2946
4,1,8,6,2016,1,1000000,2623,Good,1,1,1298
4,1,12,5,1996,2,1100000,2439,Good,1,1,745
2,1,7,3,2003,2,395000,2376,Good,1,1,2000
4,1,8,3,2007,2,852000,2202,Good,1,2,1368
3,1,10,4,1996,2.5,365000,2402,Average,1,1,53034
4,1,7,5,2014,2,399000,3239,Average,1,1,5011
4,1,10,5,2001,2,1645000,2769,Very Good,1,2,934
4,1,9,3,2006,2,375000,2932,Good,1,1,1494
3,1,9,4,1984,2,485000,2540,Average,1,2,1779
4,1,8,3,1996,2,385000,2540,Good,1,2,8047
3,1,8,4,2012,2.5,967500,2448,Good,1,1,1760
5,1,11,4,2006,2.5,1050000,1905,Very Good,1,1,1602
4,1,9,4,2014,2,1199000,2407,Good,1,2,2000
4,1,9,5,1992,2,480000,2892,Good,1,1,14625
2,1,8,4,1992,2,758000,2936,Good,1,2,3301
5,1,7,4,2013,2,1050000,3130,Good,1,3,3712
5,1,6,4,2014,2,1300000,2340,Very Good,1,1,3644
4,1,7,5,2017,2.5,1250000,1926,Good,1,0,520
4,1,9,3,2017,2,987000,2112,Good,1,1,2367
2,1,8,4,2009,2,485000,2046,Good,1,1,6000
3,1,9,4,1988,1.5,1111000,2419,Good,1,1,1530
2,1,7,3,1987,2,701000,1372,Average,1,1,4000
4,1,8,4,2015,2,1107500,1648,Good,1,1,1425
3,1,8,3,1974,3,1160000,2229,Good,1,1,1738
4,1,7,4,2004,2,285000,2299,Good,1,1,3918
2,1,7,3,2000,2,600000,1490,Good,1,1,825
3,1,7,3,1995,2,669000,1827,Good,1,1,2340
3,1,7,4,2016,2.5,935000,1716,Good,1,1,1386
2,1,8,3,2004,2,749900,1495,Good,1,1,12537
2,1,6,3,2004,2,630000,1230,Good,1,1,1950
4,1,9,6,2000,2,1675000,2644,Good,1,2,1805
4,1,10,6,1989,1,1650000,3933,Average,1,2,1752
5,1,10,6,1992,2,1280000,3588,Average,1,2,5000
4,1,9,4,1976,2,760000,2128,Average,1,1,2375
5,1,9,4,1977,2,1227700,2491,Average,1,1,4625
3,1,9,5,2005,2,1025000,2881,Average,1,1,3986
6,1,9,5,2001,2,1500000,3445,Average,2,2,5290
4,1,14,5,2009,2,2520000,4000,Good,1,2,3060
4,2,8,4,2007,2,1100000,1846,Very Good,2,1,9525
3,1,6,4,2000,2,1071000,1845,Good,1,1,4900
6,1,11,5,2000,2,1835000,3393,Good,1,1,1194
5,1,12,4,1998,2,1610000,3400,Good,1,1,1339
3,1,12,6,2011,2,1600000,3707,Average,1,1,2160
7,1,11,6,1991,2,2750000,3120,Average,1,4,2603
6,1,21,5,1985,2,5250000,5827,Good,1,7,707
